order_id,customer_age,gender,product_category,order_priority,warehouse_block,mode_of_shipment,customer_rating,cost_of_the_product,prior_purchases,discount_offered,weight_in_gms,reached_on_time
318,55.0,Female,Clothing,Critical,D,Ship,4.0,318.19,2,33.0,2147.0,0
319,57.0,Male,Home & Garden,Medium,B,Flight,2.0,224.96,3,14.0,1070.0,0
320,37.0,Female,Sports,Low,D,Ship,3.0,190.72,1,8.0,5025.0,0
321,52.0,Male,Clothing,High,F,Ship,2.0,168.03,4,10.0,3188.0,1
322,65.0,Female,Clothing,Medium,D,Ship,4.0,80.48,6,41.0,2483.0,0
323,42.0,Male,Clothing,Low,F,Flight,1.0,123.3,1,,3674.0,1
324,52.0,Female,Clothing,Medium,A,Ship,3.0,53.17,2,40.0,4088.0,1
325,42.0,Male,Clothing,Critical,C,Ship,5.0,43.62,6,60.0,2208.0,0
326,46.0,Male,Books,Low,A,Ship,4.0,32.66,5,29.0,6435.0,1
327,35.0,Female,Home & Garden,High,D,Ship,3.0,48.34,6,12.0,4982.0,0
328,63.0,Male,Books,Medium,D,Ship,4.0,210.73,1,6.0,3125.0,1
329,35.0,Female,Sports,Low,B,Flight,3.0,741.74,4,57.0,,1
330,19.0,Male,Toys,High,C,Ship,5.0,35.82,1,41.0,1402.0,1
331,52.0,Female,Home & Garden,Critical,F,Flight,4.0,335.76,4,63.0,3210.0,1
332,33.0,Male,Toys,Medium,D,Road,4.0,248.91,1,44.0,5241.0,0
333,58.0,Female,Electronics,Medium,F,Ship,,421.44,2,21.0,1528.0,1
334,53.0,Male,Electronics,Medium,F,Ship,4.0,611.34,3,3.0,6971.0,1
335,50.0,Male,Home & Garden,High,F,Ship,3.0,365.32,7,38.0,6272.0,1
336,21.0,Male,Toys,Low,A,Ship,4.0,349.67,5,40.0,2828.0,1
337,50.0,Female,Clothing,Medium,F,Flight,5.0,48.04,4,40.0,1150.0,1
338,31.0,Male,Electronics,High,B,Ship,,118.92,2,40.0,1458.0,1
339,38.0,Female,Clothing,Medium,A,Flight,5.0,221.71,4,27.0,3605.0,1
340,65.0,Female,Home & Garden,Medium,A,Ship,2.0,33.44,3,42.0,1723.0,0
341,37.0,Male,Clothing,High,D,Flight,3.0,158.72,4,63.0,3182.0,1
342,25.0,Female,Sports,Critical,C,Ship,,31.67,3,5.0,2622.0,1
343,24.0,Male,Toys,Critical,C,Flight,2.0,300.66,3,65.0,1406.0,1
344,,Male,Books,Medium,D,Ship,2.0,91.76,4,30.0,5698.0,1
345,34.0,Female,Clothing,Critical,C,Ship,3.0,311.26,2,8.0,3196.0,0
346,50.0,Female,Clothing,High,F,Ship,4.0,160.81,1,0.0,3361.0,0
347,65.0,Female,Clothing,Low,B,Flight,4.0,52.86,6,14.0,1945.0,1
348,29.0,Male,Clothing,High,F,Ship,4.0,533.38,6,22.0,3715.0,1
349,68.0,Male,Electronics,Low,C,Ship,4.0,269.44,2,16.0,6468.0,1
350,39.0,Male,Sports,High,C,Flight,4.0,287.76,6,57.0,6154.0,1
351,39.0,Female,Clothing,High,B,Ship,3.0,82.5,2,52.0,,1
352,,Male,Books,High,A,Ship,3.0,56.84,2,29.0,1742.0,1
353,,Female,Toys,Low,A,Ship,3.0,647.92,7,9.0,2902.0,1
354,55.0,Male,Electronics,High,B,Ship,1.0,115.02,4,54.0,3108.0,1
355,,Male,Toys,Low,A,Flight,5.0,83.43,6,41.0,5675.0,1
356,62.0,Male,Sports,Critical,C,Flight,4.0,451.43,1,47.0,4965.0,1
357,68.0,Male,Clothing,High,A,Ship,5.0,154.48,1,22.0,1469.0,0
358,25.0,Male,Clothing,Low,C,Flight,4.0,242.35,3,3.0,5485.0,1
359,44.0,Female,Clothing,Low,D,Ship,1.0,91.92,1,64.0,1099.0,0
360,44.0,Female,Clothing,High,F,Ship,2.0,725.55,2,9.0,1467.0,1
361,51.0,Male,Home & Garden,Medium,A,Ship,5.0,158.5,4,,5082.0,1
362,38.0,Male,Electronics,High,D,Road,3.0,140.45,1,35.0,3500.0,1
363,47.0,Male,Home & Garden,Medium,A,Ship,5.0,43.36,7,27.0,3362.0,1
364,50.0,Female,Clothing,High,D,Ship,4.0,276.22,3,58.0,4904.0,1
365,45.0,Male,Electronics,Low,B,Ship,5.0,185.75,1,3.0,4880.0,0
366,64.0,Female,Home & Garden,Medium,D,Ship,4.0,707.58,4,16.0,4586.0,1
367,50.0,Male,Home & Garden,Critical,C,Ship,3.0,57.31,2,36.0,1125.0,1
368,22.0,Male,Clothing,High,B,Flight,5.0,129.2,1,61.0,6161.0,0
369,65.0,Female,Electronics,Low,B,Ship,3.0,88.62,4,30.0,5778.0,1
370,36.0,Male,Books,Critical,C,Flight,4.0,250.3,3,27.0,,1
371,,Female,Home & Garden,Low,A,Ship,4.0,44.88,2,52.0,2236.0,1
372,52.0,Male,Electronics,High,B,Flight,5.0,1011.59,7,35.0,1284.0,1
373,,Male,Clothing,Medium,A,Flight,3.0,280.57,6,25.0,6294.0,1
374,34.0,Male,Clothing,Medium,F,Ship,1.0,126.02,3,27.0,4547.0,0
375,61.0,Female,Electronics,Low,D,Ship,3.0,121.88,5,60.0,1224.0,1
376,45.0,Female,Home & Garden,Low,D,Flight,5.0,160.98,6,21.0,3969.0,1
377,47.0,Male,Sports,High,C,Road,3.0,269.38,3,49.0,5348.0,1
378,46.0,Female,Sports,High,C,Ship,3.0,209.04,3,34.0,5396.0,1
379,63.0,male,Electronics,Medium,D,Ship,4.0,162.34,7,10.0,6081.0,0
380,23.0,Male,Books,Low,F,Road,4.0,73.48,1,37.0,2224.0,1
381,52.0,Male,Clothing,High,C,Flight,3.0,68.18,1,58.0,2852.0,1
382,58.0,Male,Toys,Medium,F,Flight,3.0,524.85,3,44.0,1403.0,1
383,54.0,Male,Electronics,Medium,C,Ship,3.0,190.44,4,43.0,6424.0,0
384,41.0,Other,Clothing,Medium,B,Ship,3.0,203.46,7,24.0,3330.0,1
385,46.0,Male,Home & Garden,Medium,A,Ship,,143.41,5,15.0,5800.0,1
386,66.0,Male,Electronics,Medium,D,Ship,3.0,276.29,1,19.0,3824.0,0
387,63.0,Male,Sports,High,A,Flight,3.0,353.49,2,53.0,2403.0,1
388,48.0,Female,Home & Garden,Medium,D,Ship,2.0,135.95,4,12.0,5025.0,0
389,52.0,Female,Electronics,High,C,Ship,3.0,40.81,7,34.0,1306.0,0
390,50.0,Male,Home & Garden,Medium,A,Road,3.0,88.18,1,11.0,5005.0,1
391,69.0,Male,Clothing,Medium,F,Flight,4.0,374.77,7,,2619.0,1
392,38.0,Male,Electronics,Medium,C,Flight,4.0,194.29,2,3.0,3706.0,1
393,49.0,Male,Toys,High,B,Ship,1.0,456.2,2,35.0,5779.0,0
394,40.0,Male,Books,Low,A,Ship,4.0,126.17,3,8.0,4338.0,1
395,50.0,Male,Clothing,Low,A,Ship,3.0,105.66,5,9.0,2405.0,0
396,20.0,Male,Clothing,High,B,Ship,3.0,30.28,6,52.0,1845.0,1
397,,Male,Clothing,Low,D,Ship,3.0,69.74,7,7.0,4288.0,1
398,42.0,Male,Sports,High,C,Ship,4.0,111.64,1,58.0,5742.0,1
399,59.0,Female,Toys,Critical,B,Ship,5.0,46.56,3,18.0,6250.0,0
400,48.0,Female,Clothing,Medium,F,Ship,2.0,215.57,3,43.0,6478.0,1
401,20.0,Female,Sports,Low,C,Ship,3.0,945.42,5,43.0,3301.0,1
402,,Male,Clothing,Medium,B,Ship,4.0,41.99,7,33.0,1463.0,1
403,63.0,Male,Clothing,High,B,Ship,1.0,129.48,4,52.0,4389.0,0
404,41.0,Male,Toys,Medium,A,Ship,4.0,132.19,3,2.0,2280.0,0
405,,Female,Clothing,High,A,Ship,3.0,44.48,4,1.0,1939.0,1
406,49.0,Male,Clothing,High,A,Flight,3.0,71.02,5,59.0,1522.0,0
407,64.0,Female,Home & Garden,Medium,C,Ship,4.0,150.6,3,45.0,6269.0,1
408,39.0,Female,Clothing,High,D,Flight,3.0,652.76,1,14.0,1426.0,1
409,40.0,Male,Clothing,Medium,C,Ship,4.0,198.88,4,6.0,1533.0,0
410,19.0,Female,Toys,Medium,A,Ship,4.0,51.04,5,60.0,2132.0,0
411,44.0,Male,Home & Garden,High,A,Flight,2.0,301.09,6,34.0,5401.0,1
412,59.0,Male,Books,Low,C,Ship,5.0,419.39,2,34.0,4917.0,1
413,19.0,Male,Clothing,Medium,B,Ship,2.0,360.24,3,48.0,5831.0,0
414,43.0,Male,Clothing,High,B,Ship,4.0,371.12,3,1.0,2564.0,0
415,34.0,Female,Toys,High,A,Ship,4.0,364.0,3,33.0,1388.0,0
416,57.0,Male,Clothing,Medium,A,Ship,4.0,80.41,1,12.0,6538.0,1
417,50.0,Male,Electronics,High,D,Ship,3.0,210.36,1,63.0,3927.0,0
418,26.0,Female,Clothing,Medium,B,Ship,5.0,65.5,2,34.0,1774.0,1
419,60.0,Female,Clothing,High,D,Ship,3.0,109.61,6,34.0,3517.0,0
420,,Male,Electronics,High,A,Ship,4.0,2673.6420228356696,3,25.0,1030.0,1
421,56.0,Female,Books,Medium,A,Ship,5.0,143.1,5,43.0,3434.0,1
422,46.0,Female,Toys,Medium,D,Ship,2.0,145.21,1,6.0,2296.0,0
423,59.0,Male,Home & Garden,High,D,Flight,4.0,336.04,1,38.0,4601.0,1
424,43.0,Male,Sports,High,A,Flight,5.0,223.61,6,12.0,5174.0,0
425,52.0,Male,Books,Low,F,Ship,2.0,235.32,2,3.0,2276.0,1
426,67.0,Female,Sports,Medium,A,Road,2.0,322.77,5,18.0,4958.0,1
427,42.0,Female,Electronics,Low,B,Ship,3.0,76.36,4,30.0,4700.0,0
428,41.0,Female,Electronics,Medium,A,Ship,5.0,154.88,1,42.0,5581.0,0
429,30.0,Male,Electronics,High,C,Ship,2.0,416.46,5,63.0,2378.0,0
430,,Male,Electronics,Low,A,Ship,3.0,274.63,7,1.0,2871.0,0
431,,Male,Clothing,High,F,Ship,5.0,454.21,4,21.0,1104.0,1
432,62.0,Male,Clothing,Critical,B,Ship,2.0,150.74,1,21.0,5701.0,1
433,37.0,Female,Electronics,Critical,A,Flight,,320.38,1,14.0,1098.0,1
434,18.0,Female,Electronics,Medium,D,Flight,4.0,91.85,6,42.0,6875.0,1
435,25.0,Male,Clothing,High,B,Ship,5.0,434.67,5,13.0,4728.0,0
436,,Male,Clothing,Critical,B,Ship,2.0,100.39,6,19.0,2870.0,0
437,33.0,Male,Sports,Low,F,Ship,2.0,113.28,6,22.0,,0
438,31.0,Male,Electronics,Medium,D,Flight,3.0,282.93,6,53.0,5890.0,1
439,29.0,Male,Books,Critical,C,Ship,1.0,305.47,1,61.0,5032.0,1
440,68.0,Male,Toys,Medium,A,Road,1.0,40.81,4,61.0,3845.0,0
441,40.0,Male,Sports,Critical,C,Ship,5.0,62.54,7,63.0,,0
442,32.0,Male,Sports,Medium,D,Ship,1.0,87.46,7,52.0,2216.0,1
443,45.0,Male,Toys,Low,B,Ship,4.0,1813.63,1,60.0,,0
444,51.0,Male,Electronics,Medium,F,Ship,4.0,375.69,6,52.0,1138.0,1
445,19.0,Female,Toys,Medium,F,Ship,1.0,281.09,6,2.0,3233.0,1
446,49.0,Male,Sports,Medium,B,Ship,2.0,691.75,3,11.0,3188.0,0
447,40.0,Other,Sports,Medium,F,Ship,3.0,262.43,4,19.0,1777.0,0
448,39.0,Male,Clothing,Medium,C,Road,4.0,265.3,5,24.0,5563.0,1
449,68.0,Male,Clothing,Medium,B,Road,5.0,486.91,6,27.0,4345.0,0
450,42.0,Male,Home & Garden,Low,A,Ship,4.0,3534.741336914889,5,15.0,6718.0,1
451,39.0,Male,Home & Garden,High,A,Flight,5.0,30.35,1,50.0,5712.0,0
452,39.0,Female,Sports,Medium,D,Ship,2.0,281.02,4,39.0,3154.0,1
453,66.0,Male,Electronics,High,B,Ship,4.0,63.95,7,20.0,1098.0,1
454,69.0,Female,Clothing,High,C,Ship,5.0,97.72,6,10.0,2195.0,1
455,59.0,Female,Clothing,Medium,B,Ship,2.0,375.76,5,31.0,5925.0,1
456,23.0,Male,Clothing,Low,B,Flight,4.0,330.94,3,46.0,5942.0,1
457,32.0,Male,Electronics,Critical,C,Ship,3.0,158.79,6,44.0,2687.0,1
458,60.0,Female,Electronics,High,F,Flight,5.0,52.04,2,17.0,6672.0,1
459,54.0,Male,Clothing,Low,C,Road,1.0,100.85,3,5.0,1764.0,1
460,50.0,Female,Clothing,High,B,Ship,4.0,159.07,7,58.0,6606.0,0
461,25.0,Male,Electronics,Low,B,Ship,4.0,322.36,6,5.0,4359.0,1
462,61.0,Male,Toys,Low,B,Ship,4.0,866.15,3,14.0,5030.0,1
463,61.0,Male,Sports,Medium,B,Ship,4.0,226.48,4,60.0,3691.0,1
464,22.0,Male,Sports,Low,D,Ship,4.0,40.97,1,29.0,1000.0,1
465,56.0,Female,Electronics,Critical,F,Ship,3.0,79.98,7,45.0,5116.0,1
466,21.0,Male,Home & Garden,High,B,Flight,3.0,90.1,5,16.0,6421.0,0
467,23.0,Female,Clothing,High,D,Flight,4.0,231.26,1,7.0,1139.0,1
468,62.0,Male,Toys,Low,B,Ship,4.0,33.72,4,,4200.0,1
469,49.0,Male,Sports,Medium,F,Ship,3.0,171.27,7,16.0,2429.0,1
470,,Male,Home & Garden,Medium,F,Ship,5.0,1120.74,4,56.0,5301.0,0
471,47.0,Male,Books,Medium,C,Flight,3.0,322.79,5,57.0,1667.0,0
472,64.0,Male,Electronics,Low,D,Ship,3.0,323.39,3,26.0,1199.0,1
473,52.0,Male,Electronics,Medium,F,Flight,3.0,303.6,4,57.0,4135.0,0
474,57.0,Female,Home & Garden,Medium,A,Road,2.0,260.02,5,50.0,6543.0,0
475,69.0,Male,Electronics,Critical,B,Ship,,100.87,6,46.0,2124.0,1
476,33.0,Male,Electronics,Critical,F,Road,4.0,335.49,7,56.0,5824.0,0
477,30.0,Female,Sports,Medium,D,Ship,3.0,237.63,3,49.0,4126.0,1
478,67.0,Female,Clothing,High,D,Ship,2.0,81.99,6,30.0,3390.0,1
479,59.0,Male,Home & Garden,Low,D,Ship,4.0,802.65,2,28.0,6947.0,1
480,47.0,Male,Books,Medium,C,Ship,5.0,863.7,2,23.0,1228.0,1
481,36.0,female,Clothing,Critical,B,Ship,5.0,123.65,6,62.0,5815.0,0
482,34.0,Female,Electronics,High,A,Flight,4.0,309.82,4,22.0,6571.0,1
483,36.0,Male,Electronics,Low,D,Ship,2.0,258.74,7,7.0,6605.0,0
484,45.0,Male,Electronics,Medium,B,Ship,2.0,205.37,5,,5003.0,1
485,43.0,Female,Electronics,Critical,D,Road,5.0,69.9,6,0.0,3540.0,1
486,54.0,Male,Electronics,Medium,D,Road,5.0,156.16,2,62.0,2520.0,1
487,43.0,Other,Clothing,Low,A,Ship,4.0,291.82,7,26.0,3269.0,1
488,40.0,Male,Clothing,Critical,B,Ship,5.0,920.29,1,40.0,6164.0,1
489,26.0,Female,Sports,Medium,D,Flight,,220.18,1,8.0,5606.0,1
490,29.0,Male,Books,Medium,C,Ship,2.0,309.02,7,26.0,5170.0,0
491,18.0,Male,Sports,Medium,D,Ship,2.0,520.43,7,20.0,4118.0,1
492,18.0,Female,Clothing,High,B,Flight,1.0,220.27,5,45.0,3508.0,0
493,64.0,Male,Electronics,High,F,Ship,3.0,319.23,1,47.0,5726.0,0
494,51.0,Male,Sports,Medium,D,Road,,152.52,7,13.0,2707.0,1
495,49.0,Male,Clothing,Low,C,Flight,3.0,99.03,4,41.0,5035.0,1
496,,Male,Electronics,Medium,C,Road,1.0,165.86,2,58.0,5951.0,1
497,42.0,Male,Books,Low,D,Road,4.0,48.63,2,61.0,4104.0,0
498,57.0,Female,Clothing,Low,B,Ship,2.0,561.84,5,3.0,2355.0,1
499,62.0,Male,Electronics,Medium,D,Flight,3.0,104.34,3,58.0,2300.0,1
500,18.0,Male,Books,Low,C,Ship,3.0,153.62,2,33.0,4040.0,1
501,,Male,Books,Critical,D,Ship,1.0,241.9,3,4.0,2197.0,1
502,56.0,Female,Clothing,Low,C,Ship,3.0,170.44,3,31.0,5808.0,1
503,22.0,Female,Clothing,Medium,F,Ship,5.0,96.47,5,65.0,2085.0,1
504,39.0,Male,Home & Garden,Low,D,Ship,5.0,860.71,3,34.0,5829.0,0
505,46.0,Male,Sports,High,A,Flight,1.0,407.16,7,7.0,6391.0,0
506,20.0,Female,Electronics,Low,D,Ship,1.0,51.69,3,56.0,1053.0,1
507,29.0,Male,Home & Garden,Medium,C,Ship,4.0,121.58,5,24.0,,1
508,43.0,Female,Toys,High,B,Flight,2.0,73.21,5,22.0,4362.0,1
509,33.0,Female,Clothing,Critical,C,Ship,5.0,160.28,5,35.0,6812.0,0
510,68.0,Female,Books,High,F,Road,3.0,76.84,5,24.0,3986.0,1
511,54.0,Male,Toys,Low,B,Road,3.0,104.87,5,16.0,6445.0,1
512,39.0,Female,Clothing,Low,A,Flight,5.0,177.17,7,62.0,1472.0,0
513,46.0,Female,Sports,High,A,Ship,3.0,61.12,1,63.0,1311.0,0
514,31.0,Female,Electronics,Medium,F,Flight,3.0,424.58,4,36.0,3203.0,1
515,45.0,Male,Sports,Medium,F,Flight,2.0,120.09,2,4.0,1726.0,0
516,22.0,Male,Sports,Critical,F,Flight,2.0,521.38,6,23.0,3844.0,0
517,64.0,Male,Electronics,High,F,Flight,4.0,36.11,5,65.0,5762.0,0
518,66.0,Male,Sports,High,D,Flight,4.0,325.42,3,47.0,5838.0,1
519,47.0,Female,Sports,High,C,Ship,,430.42,2,29.0,6856.0,1
520,,Male,Clothing,High,D,Flight,3.0,864.29,5,38.0,2426.0,1
521,69.0,Male,Electronics,High,B,Ship,3.0,58.28,1,62.0,3393.0,1
522,22.0,Male,Electronics,Medium,A,Road,3.0,143.74,3,56.0,2317.0,0
523,29.0,Female,Home & Garden,Critical,A,Ship,4.0,315.68,7,60.0,6691.0,1
524,33.0,Female,Toys,Medium,B,Ship,5.0,174.13,1,2.0,4970.0,1
525,43.0,Male,Books,Medium,A,Ship,1.0,373.84,6,3.0,3156.0,0
526,43.0,Male,Clothing,Medium,F,Ship,5.0,855.83,4,48.0,5922.0,1
527,65.0,Male,Clothing,Low,F,Ship,,312.65,4,15.0,6210.0,0
528,38.0,Female,Clothing,Medium,F,Ship,5.0,301.11,7,22.0,1073.0,0
529,56.0,Female,Electronics,Medium,B,Ship,2.0,197.82,5,25.0,2303.0,0
530,53.0,Female,Clothing,Medium,C,Flight,5.0,154.41,4,25.0,1439.0,0
531,50.0,Male,Clothing,Medium,B,Ship,4.0,390.39,5,24.0,4763.0,0
532,47.0,Female,Clothing,Medium,C,Flight,3.0,83.02,5,41.0,4300.0,0
533,54.0,Male,Toys,Low,A,Flight,1.0,425.31,4,43.0,1552.0,1
534,40.0,Female,Home & Garden,Medium,A,Ship,4.0,393.24,4,0.0,6313.0,1
535,27.0,Male,Home & Garden,High,A,Ship,5.0,297.26,1,35.0,1917.0,0
536,22.0,Female,Electronics,Medium,C,Flight,4.0,268.07,1,21.0,,0
537,53.0,Male,Toys,Medium,A,Flight,3.0,31.62,7,4.0,6233.0,1
538,,Female,Sports,Medium,B,Ship,2.0,959.61,6,18.0,2000.0,0
539,69.0,Female,Books,High,C,Road,3.0,129.49,7,60.0,3791.0,0
540,48.0,Male,Clothing,High,F,Ship,3.0,125.55,1,56.0,1105.0,1
541,27.0,Male,Clothing,Low,C,Ship,4.0,920.88,3,20.0,1727.0,1
542,36.0,Female,Clothing,High,B,Flight,2.0,85.39,3,52.0,1359.0,1
543,49.0,Male,Electronics,High,B,Road,5.0,642.08,7,59.0,5309.0,1
544,18.0,Male,Home & Garden,High,B,Ship,4.0,127.29,2,60.0,1834.0,1
545,22.0,Male,Books,Medium,A,Ship,3.0,50.67,5,11.0,,0
546,62.0,Female,Electronics,High,F,Road,3.0,178.08,5,41.0,2769.0,0
547,21.0,Male,Electronics,Medium,F,Ship,4.0,274.99,7,47.0,5260.0,1
548,33.0,Male,Sports,High,D,Road,4.0,217.84,3,64.0,3433.0,0
549,41.0,Male,Clothing,High,B,Flight,2.0,638.02,3,46.0,2464.0,0
550,,Male,Home & Garden,High,A,Ship,,126.81,7,22.0,4286.0,0
551,19.0,Female,Home & Garden,Medium,C,Ship,5.0,146.68,7,42.0,3508.0,0
552,66.0,Other,Clothing,High,A,Ship,3.0,86.45,5,39.0,6984.0,1
553,45.0,Female,Sports,Low,B,Ship,3.0,202.47,2,55.0,1300.0,0
554,49.0,Male,Clothing,Low,A,Ship,3.0,591.51,7,65.0,,1
555,44.0,Female,Books,Medium,B,Road,,114.81,4,37.0,4148.0,1
556,37.0,Male,Sports,High,C,Ship,3.0,54.42,2,4.0,3515.0,0
557,41.0,Male,Books,Low,C,Flight,5.0,121.18,3,59.0,6126.0,1
558,29.0,Female,Electronics,Medium,F,Road,1.0,459.46,3,46.0,3423.0,1
559,67.0,Female,Electronics,Low,D,Ship,,490.86,4,39.0,4494.0,1
560,52.0,Female,Electronics,High,A,Ship,4.0,56.01,4,23.0,5675.0,1
561,50.0,female,Clothing,High,D,Ship,4.0,319.23,6,17.0,2854.0,0
562,50.0,Male,Books,High,A,Ship,2.0,60.55,7,61.0,6805.0,1
563,68.0,Male,Clothing,Medium,F,Flight,5.0,461.56,2,6.0,1218.0,1
564,60.0,Female,Books,Critical,F,Flight,2.0,158.95,5,14.0,5609.0,0
565,54.0,Male,Clothing,High,C,Flight,4.0,488.06,5,65.0,1258.0,0
566,29.0,Male,Clothing,High,C,Ship,4.0,45.48,1,35.0,4727.0,0
567,20.0,Female,Books,High,C,Flight,4.0,45.89,2,58.0,2881.0,1
568,18.0,Female,Clothing,Critical,A,Ship,5.0,577.71,3,28.0,4717.0,0
569,50.0,Male,Sports,High,D,Ship,5.0,325.98,7,24.0,5898.0,1
570,57.0,Female,Electronics,Medium,D,Ship,1.0,61.46,1,54.0,3213.0,0
571,27.0,Female,Toys,Medium,C,Ship,3.0,472.35,2,20.0,5051.0,1
572,60.0,Female,Home & Garden,High,F,Road,5.0,414.54,5,48.0,5671.0,1
573,61.0,Male,Sports,Medium,D,Road,5.0,184.34,4,11.0,3516.0,0
574,46.0,Male,Electronics,High,F,Road,,66.08,6,7.0,2951.0,0
575,,Male,Clothing,Medium,C,Ship,4.0,139.79,3,40.0,2660.0,0
576,29.0,Male,Books,Medium,A,Flight,4.0,189.82,7,23.0,6167.0,1
577,48.0,Male,Books,Medium,B,Road,3.0,77.03,7,35.0,4350.0,1
578,63.0,Male,Electronics,High,D,Flight,3.0,421.03,1,1.0,3192.0,1
579,19.0,Male,Clothing,High,C,Ship,1.0,388.61,4,28.0,5324.0,1
580,68.0,Female,Clothing,Low,C,Flight,4.0,34.72,3,12.0,3590.0,1
581,67.0,Male,Electronics,Medium,D,Ship,5.0,33.97,6,6.0,4036.0,0
582,52.0,Female,Sports,Low,B,Flight,2.0,144.84,6,39.0,1315.0,1
583,40.0,Female,Electronics,Low,A,Flight,3.0,545.95,5,58.0,4838.0,1
584,34.0,Male,Clothing,Medium,D,Flight,4.0,322.31,5,57.0,5929.0,1
585,43.0,Female,Home & Garden,High,A,Flight,4.0,666.25,5,10.0,1072.0,1
586,25.0,Female,Clothing,Critical,C,Ship,3.0,96.8,2,28.0,3133.0,0
587,46.0,Male,Sports,Medium,D,Road,1.0,719.43,3,16.0,3409.0,1
588,43.0,Female,Toys,Medium,A,Ship,5.0,181.65,2,12.0,4089.0,1
589,27.0,Male,Electronics,High,F,Ship,1.0,218.84,5,8.0,4345.0,1
590,43.0,Female,Sports,Critical,F,Ship,2.0,81.99,6,,4436.0,1
591,51.0,Male,Electronics,Critical,F,Flight,5.0,153.75,3,8.0,5197.0,0
592,68.0,Female,Clothing,Low,A,Flight,4.0,312.3,3,20.0,5951.0,1
593,58.0,Male,Electronics,Medium,F,Road,5.0,116.49,5,26.0,1881.0,1
594,,Female,Electronics,Low,C,Ship,5.0,44.44,2,54.0,6842.0,1
595,21.0,Male,Clothing,High,A,Ship,5.0,393.73,1,34.0,1254.0,0
596,67.0,Female,Clothing,High,C,Ship,1.0,36.79,5,39.0,2615.0,1
597,62.0,Female,Books,Medium,B,Flight,1.0,50.25,5,11.0,2202.0,1
598,28.0,Male,Sports,High,A,Ship,2.0,232.73,1,28.0,2567.0,1
599,46.0,Female,Toys,Medium,F,Road,4.0,250.83,6,4.0,3836.0,0
600,53.0,Male,Home & Garden,Critical,F,Road,3.0,189.63,1,59.0,5358.0,0
601,42.0,Female,Electronics,Low,B,Ship,3.0,46.19,3,18.0,1651.0,0
602,38.0,Male,Clothing,Low,D,Flight,4.0,329.99,1,34.0,2722.0,0
603,53.0,Female,Clothing,Medium,B,Ship,2.0,212.36,3,45.0,3395.0,1
604,27.0,Female,Clothing,Low,F,Ship,3.0,252.02,6,45.0,1528.0,0
605,54.0,Male,Home & Garden,High,F,Ship,4.0,30.58,1,44.0,4660.0,1
606,26.0,Male,Clothing,Low,D,Flight,1.0,48.4,2,38.0,3553.0,1
607,41.0,Male,Clothing,High,B,Ship,4.0,285.26,7,40.0,1250.0,0
608,52.0,Female,Electronics,Low,C,Ship,4.0,256.5,3,17.0,5229.0,1
609,66.0,Male,Electronics,Medium,B,Road,2.0,74.22,2,58.0,3956.0,1
610,52.0,Male,Electronics,High,C,Ship,2.0,170.59,1,29.0,6762.0,1
611,65.0,Female,Electronics,Critical,F,Road,,104.91,2,64.0,4463.0,0
612,53.0,Male,Sports,Medium,F,Flight,4.0,226.11,5,40.0,2094.0,1
613,35.0,Female,Electronics,Critical,B,Ship,3.0,349.39,7,54.0,3157.0,0
614,66.0,Male,Sports,High,F,Ship,3.0,71.66,1,58.0,6702.0,1
615,56.0,Male,Clothing,Medium,D,Ship,2.0,239.57,3,44.0,4031.0,1
616,49.0,Female,Electronics,High,A,Road,3.0,143.97,7,16.0,3068.0,1
617,41.0,Male,Sports,Medium,C,Ship,5.0,72.83,6,19.0,6523.0,1
618,40.0,Male,Home & Garden,Medium,F,Flight,1.0,131.01,1,22.0,6724.0,0
619,49.0,Female,Electronics,High,C,Flight,5.0,52.01,6,63.0,2865.0,1
620,54.0,Male,Books,Medium,B,Ship,5.0,244.39,4,7.0,4504.0,0
621,29.0,Other,Electronics,Low,D,Flight,2.0,1293.72,6,,5389.0,0
622,66.0,Other,Electronics,Low,C,Ship,4.0,294.3,5,59.0,2657.0,1
623,30.0,Male,Sports,High,F,Ship,1.0,412.09,3,6.0,4642.0,0
624,40.0,Male,Sports,High,A,Ship,2.0,81.18,1,3.0,3827.0,1
625,42.0,Female,Clothing,Medium,D,Road,3.0,52.45,5,27.0,2415.0,0
626,52.0,Male,Electronics,High,B,Road,3.0,30.43,7,18.0,2366.0,1
627,58.0,Male,Books,Medium,F,Ship,5.0,3186.942422250927,7,5.0,4759.0,0
628,47.0,Female,Clothing,High,D,Flight,5.0,376.48,3,25.0,1617.0,0
629,34.0,Male,Electronics,Critical,F,Flight,5.0,71.92,5,39.0,5088.0,0
630,66.0,Female,Clothing,High,B,Ship,2.0,160.13,3,18.0,2573.0,0
631,37.0,Male,Books,Medium,B,Flight,4.0,205.91,5,20.0,5060.0,1
632,65.0,Male,Electronics,High,A,Ship,4.0,664.92,3,4.0,4105.0,1
633,42.0,Male,Sports,Medium,D,Ship,3.0,520.55,3,16.0,6972.0,0
634,39.0,Female,Home & Garden,High,A,Road,5.0,33.17,4,37.0,3411.0,1
635,30.0,Female,Clothing,Medium,A,Ship,3.0,40.1,3,61.0,6961.0,1
636,36.0,Female,Sports,Medium,A,Ship,4.0,668.36,4,39.0,1991.0,1
637,66.0,Male,Toys,Medium,C,Ship,4.0,41.97,1,6.0,5428.0,1
638,53.0,Male,Electronics,Low,B,Ship,,204.46,6,26.0,1082.0,1
